text,sentiment
@USAirways is okay for u 2 Cancelled Flight change a flight when good 4 u but you cant logistically figure out what 2 do when a plane comes in on time,negative
@USAirways sorry I didn't realize I wasn't following you,neutral
@USAirways just an FYI I'll be writing registered letters 2 your ceo and those down the line 4 the shameful treatment and reactions we got.,negative
"@USAirways customer service failure aside, one would think you guys would care about inaccurate manifests. I'm sure TSA would.",negative
@USAirways @CLTDouglas slowest baggage claim ever,negative
@USAirways made it! Just! Huge relief - thanks for your help!,positive
"@USAirways It's 838. We boarded and we are waiting now to take off, hopefully.",neutral
"@USAirways - thanks, I hope so. Maybe you can put in a good word for me? ;-)",positive
@USAirways you guys lost my luggage,negative
@USAirways How can I speak to a human? Need 2 find bag delayed 2/21. Website and 800 # are telling me 2 different things! Got hung up on 2x,negative
"@USAirways US 728. Nope, not getting off. 3 hours in the plane. 4 pilot announcements. One water run of the planet's smallest water bottles.",negative
"@USAirways US 728 pilot started the flight by announcing arrival into Gatwick, not Heathrow. Moments of concern for all aboard.",negative
@USAirways @AmericanAir - Can flight #415 get the paperwork inputted?? We should have taken off an hour .. #sittingontheplane #hungry,negative
@USAirways now on hold with customer care.  Wonder if someone will pick up the phone before 5pm.,negative
@USAirways Wow unbelievable how you treat your customers at Puerto Rico airport! 👍,positive
@USAirways trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?,neutral
@USAirways They were breathing very heavily. but were super helpful. Thank you.,positive
@USAirways it was customer service like I have never seen before!  Kudos to your organization.,positive
@USAirways how do I get a hold of customer service? I've called multiple times &amp; have been on hold for 30+ mins only to have to hang up,negative
@USAirways is there a # or a time bracket I can call to fix this problem?I've been attempting to fix this contact information issue for days,negative
"@USAirways contact via FB messages, Twitter DM or text?",neutral
"@USAirways great operation you guys are running. More mechanical issues, and now taping piece of plane together LOL http://t.co/I5V9wfbtuE",neutral
"@USAirways Hi, can you attach my AA FF# 94LXA62 to reservation E2KVM4. Thansk!",neutral
@USAirways When I check online it states status closed. What does this mean? As I have yet been able to reach a live person...,negative
@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!,positive
"@USAirways That is the height of rudeness, and without question the worst customer service I have ever experienced.",negative
@USAirways FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!,positive
@USAirways DOMINICK L. at La Guardia airport NYC gives the absolute best customer service! Thanku! Checking in made easy!,positive
"@USAirways Going to Manchester, UK now i'm going to miss a wedding. You going to rebook that too? Why have you chosen to Cancelled Flight my flight??",negative
@USAirways @acnewsguy can you give me a # for US Air in philly to talk to a real person? Acarl4@hotmail.com,negative
@USAirways or how about power outlets at your seat if you're gonna keep us siting here forever?,negative
"@USAirways @AmericanAir taking off now. if I don't have a private jet to bora bora by the time I land, I'm calling Oprah",neutral
@USAirways thanks for Cancelled Flighting flight 5097 today. Now missing required training. Not a happy customer.,negative
"@USAirways 8 hour delay pho-mia, your airline is bad and getting worse, Foolish for american to merge.  You treat your customers like crap",negative
@USAirways @AmericanAir 28 hours Late Flightr still no email. work supervisor needs documentation to approve last minute vacation day request,negative
"@USAirways Cancelled Flights flight Tampa to Philadelphia today due to runway conditions yet tonnes of USAirways flights landing there today, explain!",negative
@USAirways I need to speak with a live person. I've had it with the recordings. I was told on Sat that we'd have our luggage by yest.,negative
@USAirways Thanks for the information!,positive
@USAirways @AmericanAir I need to move a reservation due to weather in the middle part of the U.S.  I would like to change departing airport,neutral
@USAirways couldn't be more thankful to your #orf and #dca crews on the ground and in the air today for help with a sick kid and a lost bag!,positive
"@USAirways There is nothing on my USAir CC at this point, but the email stated I would be charged.  Thanks for the reply.",neutral
@USAirways will all flights out of DFW be Cancelled Flightled today?,neutral
@USAirways can you add my KTN to an existing reservation?,neutral
@USAirways Your CLT baggage crew deserves a #kudos. I had to run to make my connection. And my bags still made it! #CustomerService,positive
@USAirways is alright with me. Please give Scott F at BDL a bonus for excellent customer service,positive
"@USAirways  I just reserved a flight with my companion certificate, where do I mail the certificate for verification???? THX!!!",neutral
@USAirways We take Late Flight to a whole new level!,negative
“@USAirways: @hegshmeg O” thank you for that elaborate response,positive
"That's not the case.. They sent me a email with a link, I'll show you.. @USAirways http://t.co/hb799CCo0t",neutral
@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail,negative
@USAirways merging with American will negatively affect your quality and integrity. I will no longer fly with you because of it.,negative
@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏,positive
@USAirways flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you.,negative
@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.,positive
@USAirways you guys have my luggage in San Jose and were supposed to deliver it to my hotel hours ago!! Please contact me.,negative
"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience",negative
@USAirways is the worst airline to ever travel with.,negative
@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!!,negative
@USAirways the call hung up on me..,negative
@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline,negative
@USAirways looks like our bag has been rescued. Thanks!,positive
@USAirways you are the worst.,negative
"@USAirways absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!!",negative
"@USAirways @AmericanAir as soon as I call customer service to speak to a representative, I am disconnected",negative
@USAirways Looking for some help to recover an item I left on an airplane this evening,neutral
@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger,negative
@USairways Since I am a loyal USAir customer I am sure that they will make this up to me-right now I want to get home &amp; back to work.,positive
@USAirways you're really fudgin up with all these delays 😡 #justwantmybed,negative
"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation.",negative
"@USAirways Can you help with a seat assignment?  5 people flight 694, PHX to HNL, seats are split up.  Anything you can do will be great.",neutral
@USAirways follow/dm please,neutral
@USAirways Flight 4424 operated by @FlyRepublicAir (N813MA) arrives at @FlyTPA following flight from Reagan National http://t.co/OSc9OFlol3,neutral
@USAirways the entire flight crew on flight 738 from BOS to PHL is doing a wonderful job and making this experience not totally suck. 😊,positive
@USAirways is holding my luggage hostage from flight 5182,negative
"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly.",positive
@USAirways do you have an email??,neutral
@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM,positive
@USAirways what happens to frequent flyer miles earned once merger is complete with AA?,neutral
@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!,positive
@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.,neutral
@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now,negative
@USAirways Can you advise on what's happening with departure delays from CLT?,negative
@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.,neutral
@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed,negative
@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday,positive
@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls,negative
@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb,negative
"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!",positive
@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta,negative
@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises,negative
@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40,neutral
@USAirways your IVR hung up on me because of high call volume? I need help. Call me,negative
@USAirways ...was Cancelled Flightled and now I need to locate my baggage,negative
@USAirways can I get a beer please. Flight #1715,neutral
@USAirways please keep Emily at you gso airport ticketing on staff she is amazing,positive
"@USAirways Gave up after more than 2 hours on hold. Still need that receipt; last time it was promised, it never arrived. Help?!",negative
